well,n_eval,floor,pfx,pfx_proj
6d1d74e1,5341,19.876009915357873,24.222074833124804,23.465025165100027
6dbe4b60,4871,6.574970311148653,12.179726190005441,12.406712751658759
6e6d122c,5171,9.480352639690404,7.5172626454603,7.043442286796049
6ea22614,5763,6.916729390574272,15.77209984503116,15.911491061545835
70925e23,5893,12.835267608693682,15.55602815065711,15.965376209892762
722cf0d8,5311,10.991754779435219,10.44381651059901,10.331536466527501
726f3dc2,6292,12.664792363992015,9.255141270256157,8.195386276943434
729665c0,4216,10.319993627771376,2.5431080642159865,2.0861717941400344
73348914,4151,11.495949115283889,12.426918878573831,12.393220426523463
73b1447d,5491,15.640405251014172,9.742765561180395,9.358692951410749
74b6186b,3758,16.950080767522163,2.8118830267062638,2.2580926058670174
75cd5f11,4679,5.926898307887309,4.895146591394593,4.185081739022264
76201745,4276,8.126114520954866,3.7127572453456956,2.187308270072248
77e4821c,4774,17.848873116623373,15.45159064458806,15.328083894872076
7850c72e,5630,13.217017535064668,39.692891470742765,39.60863795545499
79507629,5344,12.66620421255705,2.7834482695816796,2.8365551372209294
7acda2df,3323,11.697705483216415,16.290370302231317,16.26616125378935
7b2c7b3c,3089,4.379054416024628,1.4691977653929948,1.2574390214893387
7c607683,5111,9.737369882897223,5.260452859560121,5.151141720978965
7d50373e,4741,6.289112098303761,2.289097879168582,2.267810861041537
7d57c75d,4487,13.9410964746678,12.664307411434985,12.741472203545001
7e721392,6060,39.69141852597312,30.007038099575755,29.991231365657736
807f0298,4014,8.71834189088483,13.992557055080905,14.05045905907986
81bf5923,4662,33.38954772814953,34.83105682001028,34.90523222988252
82fcf37c,5400,4.711401859476765,2.075054687091745,2.0021363984726563
8478df29,4890,14.969073569790647,3.8649479287501296,4.109801459661889
87aa3730,5324,7.729239710759898,3.7218406549629153,4.516718657132211
8995c945,5985,12.814088818456284,18.615309306317886,18.41052575796362
89969c7a,4611,9.115629658844709,7.526251616529507,7.823916354333415
8ac2f237,4946,19.92401262684949,10.049024474669697,10.01504742965786
8bb9c1e6,4659,6.448780734028007,2.828994547221101,2.8081291127386367
8c167025,5192,10.971324186743685,15.672039937293198,15.405633478940976
8cc21f01,4238,6.078785676405249,11.267716316860335,11.3520448802341
8d5d46d7,5316,8.434430719233761,9.858131582475636,9.396321973543666
8d92cb49,3532,7.787321995515168,2.9902258453941744,2.877479393432863
8f201368,5950,18.68167655055425,5.486732989563138,4.979860621599428
91abc4c7,5685,10.939608981193738,10.001909781554389,10.030493048562835
9298ad5b,4239,12.689831416255236,18.55637357123802,17.87990446498396
93f5d2e6,3775,19.59501716969914,8.259335400140092,8.408360169742872
95c8427f,5877,16.081296888956704,2.891504166011368,2.884692132899939
96936c22,3648,8.096357271580576,3.5398107111023878,3.134826932009149
96ae5806,8415,6.912864611437138,1.8252297846975811,2.2698234148970493
992c99e8,4920,13.799738348821819,13.82309319679786,13.409094894463617
995ff498,4473,8.494539931739004,11.611980808068175,11.373803605224783
999daf80,3970,4.525442970649942,6.8954574790987655,6.311315018722467
9a6b0392,4235,7.446815916640801,9.925297865196418,9.5249089133672
9ad5410a,4197,8.513042951020218,6.699797680675074,6.4499305324049905
9d4272e3,4213,16.170932715659895,15.188821933141638,15.396362652396133
9d5e14d4,4792,17.06587659783711,2.2440582759417134,2.485677306869466
9da441ba,5317,12.599654522074413,19.77121329922482,19.36090430929288
9def2eb2,5658,7.965359224709269,22.734138477662356,22.39998588024178
9e3e364d,4241,4.40610991669207,4.154802253959446,4.045299594206384
9ffce529,4873,9.670712888372892,2.758193146878468,2.647813592842136
a056d01e,6053,8.943974376497733,5.968295653418233,5.622493272122024
a15bc102,3741,7.751404029030854,10.39545431831369,10.339843888223893
a3f71395,5139,11.813877992119545,14.078933928816461,13.948898541755655
a612d5a0,5227,15.456307856472803,11.496516534599131,11.7099488507737
a6ed2eff,5149,8.757111011105414,1.2820238752319457,1.3913507903482778
a85bb86f,3723,5.047310530755505,29.32738688630219,29.051819300810678
a8ed028a,5336,16.864392265932707,11.550517896639438,11.23271890740505
a9c9b150,4253,1.4616781564875685,2.657235350244036,2.705908792694562
aaaf3c03,3451,14.738097863340325,12.557472720658222,12.296675976904794
ab112491,5240,28.634182848556925,28.10242411695963,28.480245216350706
abf460d2,3477,5.913629154634388,21.411369172381562,21.294097009439582
ad2133a8,5247,19.600076282509242,14.735018253969637,14.476144333419066
add9c322,4029,12.857051576064004,33.02459909383341,32.095957704274845
ae0784a8,6695,7.378880097019108,5.346527298027481,5.081285358101364
ae35f33a,4722,5.914339894811472,15.810451446085429,15.932856870951978
ae8959c3,4851,18.629817442991836,15.390501414742419,15.176421497735108
aff4e561,5638,8.781855290990194,3.1194058044227355,3.675657963308003
b0f53bf4,3067,9.753236473859083,8.831246913119978,8.442444231530441
b19b0395,5253,8.503780801013155,4.504282751869652,2.1031932606172425
b32902c0,4188,6.630233558418023,9.279513221423105,9.127446250519561
b37fd114,7144,31.29121971104792,16.343109425868718,15.955585841132374
b38e3116,5806,5.802794820595595,7.710436694152081,7.362391024348385
b4f37e6e,3284,18.19759745840661,7.361162267446542,7.254247676813728
b7fea9ef,4070,16.788776902357455,2.6091020505763645,2.4339387443290734
b8c49c1a,4565,8.013146086781887,30.360672910399746,29.970053360244368
ba48188d,4040,52.532586404832465,32.624261932576104,32.835090736498074
bd4ae5da,5041,13.766865975592872,1.3449477110692696,1.8417991258990833
bd6f0e19,5095,10.347290431499806,3.6829872525634277,2.323628814905447
beda8696,5744,9.526086544889443,10.457643871116895,10.415763142646316
bf39bc20,3684,8.00236119301105,10.566965400826346,9.856135420507755
bffe3082,5246,17.0167492016855,19.23379133340148,18.519646195624002
c03fba65,4138,36.55042786830596,31.627348704448853,31.796977749696335
c1708b88,5811,19.948524581763092,46.543373036176824,45.93926451900031
c2717d4f,4878,7.513169446322727,2.2100953730412374,0.990311079760636
c2c4db09,5731,8.842950831607585,9.520305320117973,9.593019437407346
c2c6fc71,6453,7.650917744747253,2.9312907905137253,2.4673665643292546
c36625df,4662,8.277319159152386,5.513422948794067,5.446598854622022
c593337f,5196,23.997415949387225,18.536876845357256,18.679595881030558
c84c65be,7477,16.79513827113672,12.979993933835646,12.099663924558667
cc08aa63,3663,17.56008631202659,12.99859290175767,12.995316322375661
cd7f1687,4366,11.614075913392693,3.995526848825472,3.167739942380552
cda7eb37,5563,10.134574103157094,3.855877076794288,1.9661898927154604
cdc31d65,4824,7.457046384145097,7.629025437915884,7.299284013632228
cf50c9d1,4843,31.333171588797278,27.51870505080083,27.57875140872794
d00e7eb9,5344,8.137899666638072,12.63580535387922,12.50714365575514
d0cb63ae,5007,21.3888852804688,15.482154261400733,14.04348981868053
d1ecf309,5741,14.968741671985077,4.085682215246555,3.4484645534161134
d1ee630d,5752,4.865452515594003,10.66515798941659,10.292020981134568
d217e0c5,4170,5.580896221745427,5.4219153478668405,5.502911273505542
d273674e,4189,3.21441171650708,4.503993977389668,2.8604308048442944
d40f61d5,4292,4.434235372241913,2.232676150127865,2.374292964780549
d463e527,5103,8.42072025831655,27.25514139668008,27.558638718509492
d7eb0be8,5262,30.69696954959469,23.725117154055926,23.5337830890935
da3bfe4e,5188,29.062182655434494,4.5623005682795075,4.604059553711491
da3cf798,5541,9.755499439783621,14.426707259228923,14.360131809783764
dafc88c3,5247,7.624023873446882,4.123728552254992,4.159917175458894
dbee6c86,6653,4.031780558471351,6.007261594837802,5.87654860314899
dc7da28f,4871,12.171725412932668,28.45298886854694,28.016366443131258
dc7f9757,4528,16.439618950741146,6.8203070061087425,6.778262051056771
dd6bc5b2,4208,7.888023221153072,9.97035546809696,10.185275146505628
ddc790ff,4722,5.755611145388804,1.6992901462663488,1.9455485162446668
e0079ed1,3838,11.96612619578275,9.71426953487427,9.68645128732246
e161bd0c,3513,20.25887401473816,2.7452778412702665,2.5649254185931074
e25f1537,3663,12.19237701834071,3.1941060081523687,1.736311021863515
e5c92e59,4327,7.552159559032677,7.360157762612585,6.785922062386571
e5ff9fd2,3065,10.152297614409637,24.220629489819867,24.13940376796148
e730c32b,4722,11.599582042376761,30.159695399885578,30.217934799496877
e7c36e81,4128,11.016871230979325,20.428612154144357,20.159180896514638
e85074c5,5282,4.067996005336134,3.239274598881652,3.2690218471661354
e97032ad,4127,24.862795075530304,23.682466656059606,23.616292876878838
ea41324e,4992,5.20548950951337,2.9672114543215824,2.665731665359359
eac10e86,5476,3.55352335982288,2.4720804605699773,2.9374828662313526
eafb863e,3881,20.354787855998943,28.72710850410545,28.47300810892989
eb640a35,5681,11.33879230711879,12.225813222707439,11.795390699529461
eb934281,5703,2.952348090845212,4.656390713028181,4.707709986216382
edf885a3,3550,13.720190134395336,1.906575256087187,1.279907537851459
ee4aecac,4815,5.891376712098412,4.520636032591596,3.529980414838704
ef8e3ed0,4845,13.680411756247144,7.460449691910956,6.39887359643883
efde6ac3,4541,9.648685018910296,6.796636125799107,6.800834130398505
f021b650,4095,6.319441050382289,14.916648086902292,14.684222775868998
f074d277,2824,13.563199594885882,11.945060779716394,12.007015465518494
f08774c3,4121,11.409111315712252,6.0555923982241975,6.17059942828582
f140c2fa,4398,6.981885300624434,2.5078601677188033,1.0651988952077605
f16e25e3,4807,2.8513349768846514,4.6902714038879,4.145890246323453
f439a621,3427,14.742267834316419,3.9792557937782354,3.988241522639439
f49fdea3,5130,4.07689729328141,5.853740820467227,5.581873500695665
f5d8aab6,4800,20.787351719254595,22.355525479682605,22.29719558089736
f8662c22,5079,7.802458067812785,24.31531502131514,24.168135586440297
f8afa78a,5378,4.971368971006866,5.029227008334611,5.24464029497302
fa667be2,6423,6.60018693680875,5.86823400806857,5.863023863260867
fba7683c,1502,243.09832489217052,14.650326398948575,13.745881977341162
fbd68d27,6243,12.22696776660745,34.17438532584538,34.58418674352569
fd3b4faa,5078,7.387899442501623,10.182717900695769,10.08930352596081
fd8f77fa,4932,14.510456878402273,6.779953289823569,6.336087705146846
fde20ecf,4662,16.3278060467511,27.052865084009134,27.112697967219557
ffefef30,4687,6.5147591279003425,6.947127434208788,7.034602392436684
