MD,X,Y,Z,ANCC,ASTNU,ASTNL,EGFDU,EGFDL,BUDA,TVT,GR,TVT_input
10581.0,2971711.58,1096138.13,-8353.56,-8417.32,-8548.84,-8632.98,-8750.52,-8795.04,-8905.22,10660.03,148.9906643698556,10660.03
10582.0,2971711.67,1096138.03,-8354.55,-8417.31,-8548.83,-8632.97,-8750.51,-8795.03,-8905.21,10661.04,148.14403029570028,10661.04
10583.0,2971711.76,1096137.94,-8355.54,-8417.3,-8548.82,-8632.96,-8750.5,-8795.02,-8905.2,10662.04,148.7197414661259,10662.04
10584.0,2971711.86,1096137.84,-8356.53,-8417.29,-8548.81,-8632.96,-8750.49,-8795.01,-8905.19,10663.04,145.1808110361566,10663.04
10585.0,2971711.95,1096137.75,-8357.52,-8417.28,-8548.8,-8632.95,-8750.48,-8795.0,-8905.18,10664.04,140.3380641319881,10664.04
10586.0,2971712.05,1096137.65,-8358.51,-8417.27,-8548.79,-8632.94,-8750.47,-8794.99,-8905.17,10665.04,140.94764066537994,10665.04
10587.0,2971712.15,1096137.55,-8359.51,-8417.26,-8548.78,-8632.93,-8750.46,-8794.98,-8905.16,10666.04,145.1808110361566,10666.04
10588.0,2971712.25,1096137.45,-8360.5,-8417.25,-8548.77,-8632.91,-8750.45,-8794.97,-8905.15,10667.04,148.36415515498066,10667.04
10589.0,2971712.35,1096137.34,-8361.48,-8417.24,-8548.76,-8632.9,-8750.44,-8794.96,-8905.14,10668.04,148.4996166068455,10668.04
10590.0,2971712.45,1096137.24,-8362.47,-8417.23,-8548.75,-8632.89,-8750.43,-8794.95,-8905.13,10669.04,145.89198365844706,10669.04
10591.0,2971712.56,1096137.13,-8363.46,-8417.22,-8548.74,-8632.88,-8750.42,-8794.94,-8905.12,10670.03,146.04437779179503,10670.03
10592.0,2971712.66,1096137.03,-8364.45,-8417.21,-8548.73,-8632.87,-8750.41,-8794.93,-8905.11,10671.03,150.19288475515617,10671.03
10593.0,2971712.77,1096136.92,-8365.44,-8417.2,-8548.72,-8632.86,-8750.4,-8794.92,-8905.1,10672.03,163.2141168156652,10672.03
10594.0,2971712.88,1096136.81,-8366.43,-8417.19,-8548.71,-8632.85,-8750.39,-8794.91,-8905.09,10673.03,165.88948048999606,10673.03
10595.0,2971712.99,1096136.7,-8367.42,-8417.17,-8548.7,-8632.84,-8750.38,-8794.9,-8905.08,10674.03,152.0554797182979,10674.03
10596.0,2971713.1,1096136.59,-8368.4,-8417.16,-8548.68,-8632.83,-8750.36,-8794.89,-8905.07,10675.03,149.82036576252784,10675.03
10597.0,2971713.22,1096136.47,-8369.39,-8417.15,-8548.67,-8632.82,-8750.35,-8794.87,-8905.05,10676.03,158.1173796892501,10676.03
10598.0,2971713.33,1096136.36,-8370.38,-8417.14,-8548.66,-8632.81,-8750.34,-8794.86,-8905.04,10677.02,159.3534654375169,10677.02
10599.0,2971713.45,1096136.24,-8371.36,-8417.13,-8548.65,-8632.79,-8750.33,-8794.85,-8905.03,10678.02,149.3293179995177,10678.02
10600.0,2971713.57,1096136.12,-8372.35,-8417.11,-8548.64,-8632.78,-8750.32,-8794.84,-8905.02,10679.02,152.5803928442742,10679.02
10601.0,2971713.69,1096136.0,-8373.33,-8417.1,-8548.62,-8632.77,-8750.3,-8794.83,-8905.01,10680.02,172.98427403141775,10680.02
10602.0,2971713.81,1096135.88,-8374.32,-8417.09,-8548.61,-8632.76,-8750.29,-8794.81,-8904.99,10681.02,189.10418680333527,10681.02
10603.0,2971713.94,1096135.76,-8375.3,-8417.08,-8548.6,-8632.75,-8750.28,-8794.8,-8904.98,10682.01,161.50391598587143,10682.01
10604.0,2971714.06,1096135.63,-8376.29,-8417.07,-8548.59,-8632.73,-8750.27,-8794.79,-8904.97,10683.01,141.89587082843389,10683.01
10605.0,2971714.19,1096135.51,-8377.27,-8417.05,-8548.58,-8632.72,-8750.26,-8794.78,-8904.96,10684.01,144.452705732383,10684.01
10606.0,2971714.32,1096135.38,-8378.25,-8417.04,-8548.56,-8632.71,-8750.24,-8794.76,-8904.94,10685.0,149.14305850320355,10685.0
10607.0,2971714.45,1096135.25,-8379.24,-8417.03,-8548.55,-8632.69,-8750.23,-8794.75,-8904.93,10686.0,152.5803928442742,10686.0
10608.0,2971714.58,1096135.12,-8380.22,-8417.01,-8548.54,-8632.68,-8750.22,-8794.74,-8904.92,10686.990000000002,154.18899758516935,10686.990000000002
10609.0,2971714.72,1096134.99,-8381.2,-8417.0,-8548.52,-8632.67,-8750.2,-8794.72,-8904.9,10687.990000000002,155.49281405936856,10687.990000000002
10610.0,2971714.85,1096134.85,-8382.18,-8416.99,-8548.51,-8632.65,-8750.19,-8794.71,-8904.89,10688.98,,10688.98
10611.0,2971714.99,1096134.72,-8383.17,-8416.97,-8548.5,-8632.64,-8750.18,-8794.7,-8904.88,10689.98,155.72987160013204,10689.98
10612.0,2971715.13,1096134.58,-8384.15,-8416.96,-8548.48,-8632.63,-8750.16,-8794.68,-8904.86,10690.97,158.71002354115882,10690.97
10613.0,2971715.27,1096134.45,-8385.13,-8416.95,-8548.47,-8632.61,-8750.15,-8794.67,-8904.85,10691.97,165.27990395660422,10691.97
10614.0,2971715.41,1096134.31,-8386.11,-8416.93,-8548.46,-8632.6,-8750.14,-8794.66,-8904.84,10692.96,174.8976670390088,10692.96
10615.0,2971715.56,1096134.17,-8387.09,-8416.92,-8548.44,-8632.59,-8750.12,-8794.64,-8904.82,10693.96,175.55804161684998,10693.96
10616.0,2971715.7,1096134.02,-8388.06,-8416.9,-8548.43,-8632.57,-8750.11,-8794.63,-8904.81,10694.95,166.41439361597236,10694.95
10617.0,2971715.85,1096133.88,-8389.04,-8416.89,-8548.41,-8632.56,-8750.09,-8794.61,-8904.79,10695.94,163.99302016388813,10695.94
10618.0,2971716.0,1096133.73,-8390.02,-8416.87,-8548.4,-8632.54,-8750.08,-8794.6,-8904.78,10696.93,180.7225094691975,10696.93
10619.0,2971716.15,1096133.59,-8391.0,-8416.86,-8548.38,-8632.53,-8750.06,-8794.58,-8904.76,10697.93,183.38094046204523,10697.93
10620.0,2971716.3,1096133.44,-8391.98,-8416.84,-8548.37,-8632.51,-8750.05,-8794.57,-8904.75,10698.92,152.69892161465597,10698.92
10621.0,2971716.45,1096133.29,-8392.95,-8416.83,-8548.35,-8632.5,-8750.03,-8794.55,-8904.73,10699.91,134.2422987980697,10699.91
10622.0,2971716.61,1096133.14,-8393.93,-8416.81,-8548.34,-8632.48,-8750.02,-8794.54,-8904.72,10700.9,134.42855829438386,10700.9
10623.0,2971716.77,1096132.99,-8394.91,-8416.8,-8548.32,-8632.47,-8750.0,-8794.52,-8904.7,10701.9,137.25631610206267,10701.9
10624.0,2971716.93,1096132.83,-8395.88,-8416.78,-8548.31,-8632.45,-8749.99,-8794.51,-8904.69,10702.89,139.44063201338344,10702.89
10625.0,2971717.09,1096132.68,-8396.85,-8416.77,-8548.29,-8632.43,-8749.97,-8794.49,-8904.67,10703.88,137.66270045765722,10703.88
10626.0,2971717.25,1096132.52,-8397.83,-8416.75,-8548.27,-8632.42,-8749.95,-8794.47,-8904.65,10704.87,138.86492084295782,10704.87
10627.0,2971717.41,1096132.36,-8398.8,-8416.73,-8548.26,-8632.4,-8749.94,-8794.46,-8904.64,10705.85,141.16776552466033,10705.85
10628.0,2971717.58,1096132.2,-8399.78,-8416.72,-8548.24,-8632.39,-8749.92,-8794.44,-8904.62,10706.84,138.96651693185646,10706.84
10629.0,2971717.74,1096132.04,-8400.75,-8416.7,-8548.22,-8632.37,-8749.9,-8794.42,-8904.6,10707.83,134.69948119811357,10707.83
10630.0,2971717.91,1096131.88,-8401.72,-8416.68,-8548.21,-8632.35,-8749.89,-8794.41,-8904.59,10708.820000000002,133.9883085758231,10708.820000000002
10631.0,2971718.08,1096131.71,-8402.69,-8416.67,-8548.19,-8632.34,-8749.87,-8794.39,-8904.57,10709.81,133.15860718315085,10709.81
10632.0,2971718.26,1096131.55,-8403.66,-8416.65,-8548.17,-8632.32,-8749.85,-8794.38,-8904.56,10710.8,,10710.8
10633.0,2971718.43,1096131.38,-8404.63,-8416.64,-8548.16,-8632.3,-8749.84,-8794.36,-8904.54,10711.79,136.25728789455937,10711.79
10634.0,2971718.6,1096131.21,-8405.6,-8416.62,-8548.14,-8632.29,-8749.82,-8794.34,-8904.52,10712.78,138.39080576143084,10712.78
10635.0,2971718.78,1096131.04,-8406.57,-8416.6,-8548.12,-8632.27,-8749.8,-8794.32,-8904.5,10713.76,144.3849750064506,10713.76
10636.0,2971718.96,1096130.87,-8407.54,-8416.58,-8548.1,-8632.25,-8749.78,-8794.31,-8904.49,10714.75,149.5155774958319,10714.75
10637.0,2971719.14,1096130.7,-8408.51,-8416.56,-8548.09,-8632.23,-8749.77,-8794.29,-8904.47,10715.73,149.36318336248397,10715.73
10638.0,2971719.32,1096130.52,-8409.48,-8416.55,-8548.07,-8632.21,-8749.75,-8794.27,-8904.45,10716.72,147.77151130307192,10716.72
10639.0,2971719.5,1096130.34,-8410.45,-8416.53,-8548.05,-8632.2,-8749.73,-8794.25,-8904.43,10717.7,148.9906643698556,10717.7
10640.0,2971719.69,1096130.17,-8411.41,-8416.51,-8548.03,-8632.18,-8749.71,-8794.23,-8904.41,10718.69,130.2292532865734,10718.69
10641.0,2971719.88,1096129.99,-8412.38,-8416.49,-8548.01,-8632.16,-8749.69,-8794.22,-8904.4,10719.67,99.10698472062334,10719.67
10642.0,2971720.06,1096129.81,-8413.34,-8416.47,-8548.0,-8632.14,-8749.68,-8794.2,-8904.38,10720.66,79.82066051136485,10720.66
10643.0,2971720.25,1096129.63,-8414.31,-8416.46,-8547.98,-8632.12,-8749.66,-8794.18,-8904.36,10721.64,76.43412421474352,10721.64
10644.0,2971720.45,1096129.44,-8415.27,-8416.44,-8547.96,-8632.11,-8749.64,-8794.16,-8904.34,10722.63,76.23093203694623,10722.63
10645.0,2971720.64,1096129.26,-8416.24,-8416.42,-8547.94,-8632.09,-8749.62,-8794.14,-8904.32,10723.61,75.57055745910506,10723.61
10646.0,2971720.83,1096129.07,-8417.2,-8416.4,-8547.92,-8632.07,-8749.6,-8794.12,-8904.3,10724.59,74.57152925160177,10724.59
10647.0,2971721.03,1096128.88,-8418.16,-8416.38,-8547.9,-8632.05,-8749.58,-8794.1,-8904.28,10725.570000000002,73.99581808117615,10725.570000000002
10648.0,2971721.23,1096128.69,-8419.12,-8416.36,-8547.88,-8632.03,-8749.56,-8794.08,-8904.26,10726.55,72.55654015511207,10726.55
10649.0,2971721.43,1096128.5,-8420.08,-8416.34,-8547.86,-8632.01,-8749.54,-8794.06,-8904.24,10727.53,70.25369547340956,10727.53
10650.0,2971721.63,1096128.31,-8421.04,-8416.32,-8547.84,-8631.99,-8749.52,-8794.04,-8904.22,10728.51,77.51781582966234,10728.51
10651.0,2971721.83,1096128.12,-8422.0,-8416.3,-8547.82,-8631.97,-8749.5,-8794.03,-8904.21,10729.490000000002,89.54001968266807,10729.490000000002
10652.0,2971722.04,1096127.92,-8422.96,-8416.28,-8547.8,-8631.95,-8749.48,-8794.01,-8904.19,10730.47,96.55014981667424,10730.47
10653.0,2971722.24,1096127.73,-8423.92,-8416.26,-8547.78,-8631.93,-8749.46,-8793.99,-8904.17,10731.45,106.1001821731464,10731.45
10654.0,2971722.45,1096127.53,-8424.88,-8416.24,-8547.76,-8631.91,-8749.44,-8793.97,-8904.15,10732.43,121.11947064866202,10732.43
10655.0,2971722.66,1096127.33,-8425.84,-8416.22,-8547.74,-8631.89,-8749.42,-8793.95,-8904.13,10733.4,118.51183770026358,10733.4
10656.0,2971722.87,1096127.13,-8426.79,-8416.2,-8547.72,-8631.87,-8749.4,-8793.92,-8904.1,10734.38,102.2903288394474,10734.38
10657.0,2971723.08,1096126.93,-8427.75,-8416.18,-8547.7,-8631.85,-8749.38,-8793.9,-8904.08,10735.36,90.94543224576591,10735.36
10658.0,2971723.3,1096126.72,-8428.71,-8416.16,-8547.68,-8631.83,-8749.36,-8793.88,-8904.06,10736.33,92.1137872681003,10736.33
10659.0,2971723.51,1096126.52,-8429.66,-8416.14,-8547.66,-8631.81,-8749.34,-8793.86,-8904.04,10737.31,96.9565341722688,10737.31
10660.0,2971723.73,1096126.31,-8430.61,-8416.12,-8547.64,-8631.78,-8749.32,-8793.84,-8904.02,10738.28,98.15875455756937,10738.28
10661.0,2971723.95,1096126.1,-8431.57,-8416.1,-8547.62,-8631.76,-8749.3,-8793.82,-8904.0,10739.26,111.4509095218081,10739.26
10662.0,2971724.17,1096125.9,-8432.52,-8416.07,-8547.6,-8631.74,-8749.28,-8793.8,-8903.98,10740.23,134.64868315366425,10740.23
10663.0,2971724.39,1096125.68,-8433.47,-8416.05,-8547.58,-8631.72,-8749.26,-8793.78,-8903.96,10741.21,123.4053826488814,10741.21
10664.0,2971724.62,1096125.47,-8434.42,-8416.03,-8547.55,-8631.7,-8749.23,-8793.76,-8903.94,10742.18,105.3382115064066,10742.18
10665.0,2971724.84,1096125.26,-8435.37,-8416.01,-8547.53,-8631.68,-8749.21,-8793.73,-8903.91,10743.15,112.63619722562557,10743.15
10666.0,2971725.07,1096125.04,-8436.32,-8415.99,-8547.51,-8631.65,-8749.19,-8793.71,-8903.89,10744.12,118.44410697433116,10744.12
10667.0,2971725.3,1096124.83,-8437.27,-8415.96,-8547.49,-8631.63,-8749.17,-8793.69,-8903.87,10745.09,108.43689221781511,10745.09
10668.0,2971725.53,1096124.61,-8438.22,-8415.94,-8547.46,-8631.61,-8749.14,-8793.67,-8903.85,10746.06,91.99525849771854,10746.06
10669.0,2971725.76,1096124.39,-8439.17,-8415.92,-8547.44,-8631.59,-8749.12,-8793.64,-8903.82,10747.03,87.44036717876286,10747.03
10670.0,2971725.99,1096124.17,-8440.12,-8415.9,-8547.42,-8631.56,-8749.1,-8793.62,-8903.8,10748.0,111.58637097367296,10748.0
10671.0,2971726.23,1096123.95,-8441.06,-8415.87,-8547.4,-8631.54,-8749.08,-8793.6,-8903.78,10748.97,118.17318407060148,10748.97
10672.0,2971726.46,1096123.72,-8442.01,-8415.85,-8547.37,-8631.52,-8749.05,-8793.57,-8903.76,10749.94,99.7504266169814,10749.94
10673.0,2971726.7,1096123.5,-8442.95,-8415.83,-8547.35,-8631.5,-8749.03,-8793.55,-8903.73,10750.91,98.39581209833288,10750.91
